x	y	z	U	V	W	Ro	P	
0.10136	0.273629	1.17105	-0.0626085	-0.000188108	0.00128968	2254.91	6274.54	
0.101356	0.273625	1.20523	-0.0628054	-0.000407059	0.000194326	2254.67	6273.36	
0.101356	0.273623	1.23942	-0.0628315	-0.000460209	-0.000179671	2254.71	6273.53	
0.101339	0.273624	1.27363	-0.0636474	-0.000424452	-0.000165687	2254.34	6271.71	
0.136418	0.170743	1.13694	-0.0199027	-0.0138496	0.00606021	1878.75	4393.76	
0.136393	0.170752	1.17101	-0.0211903	-0.0134357	-0.000757508	1879.41	4397.07	
0.136344	0.170744	1.20522	-0.0236322	-0.0138197	-0.000231294	1882.77	4413.83	
0.13634	0.170768	1.2394	-0.0238381	-0.0126186	-0.00156301	1883.53	4417.64	
0.136414	0.170741	1.27354	-0.020096	-0.013965	-0.00464145	1882.81	4414.06	
0.136418	0.205068	1.13692	-0.0199084	-0.00781996	0.00540762	1881.86	4409.3	
0.136395	0.205071	1.171	-0.0210733	-0.00766279	-0.00101409	1882.43	4412.17	
0.136345	0.205063	1.20522	-0.0235708	-0.00804968	-0.000452493	1886.12	4430.6	
0.136339	0.205072	1.23941	-0.0238562	-0.00761104	-0.000741447	1886.72	4433.59	
0.13643	0.205078	1.27349	-0.0193351	-0.0073015	-0.00728211	1886	4430	
0.136375	0.239354	1.13693	-0.0220779	-0.00375236	0.00571795	1887.1	4435.48	
0.136361	0.239365	1.171	-0.022763	-0.00317374	-0.000927969	1887.49	4437.47	
0.13631	0.239361	1.20522	-0.0253331	-0.00339999	-0.000246373	1891.07	4455.34	
0.136304	0.239375	1.23941	-0.0256393	-0.00267116	-0.000974175	1891.64	4458.19	
0.136392	0.23937	1.2735	-0.0212215	-0.00292849	-0.00673201	1891.05	4455.27	
0.136473	0.273502	1.13692	-0.017168	-0.00652494	0.00513113	1886.95	4434.76	
0.136461	0.273498	1.171	-0.0177626	-0.00674204	-0.000901559	1887.56	4437.8	
0.136415	0.273491	1.20522	-0.0200819	-0.00708557	-0.000270676	1890.81	4454.07	
0.13641	0.273502	1.23941	-0.0203148	-0.00651075	-0.000859239	1891.33	4456.63	
0.136476	0.273522	1.27353	-0.0170032	-0.00553579	-0.00496249	1890.66	4453.31	
0.101397	0.170773	1.30786	-0.0607786	-0.012347	0.00112615	2251.14	6255.7	
0.101381	0.170783	1.34204	-0.0615861	-0.0118721	-8.5097e-05	2251.79	6258.97	
0.10138	0.170793	1.37624	-0.0616324	-0.0113737	-0.000242966	2251.77	6258.83	
0.101475	0.17063	1.41075	-0.0568475	-0.019497	0.015089	2244.12	6220.62	
0.10137	0.205133	1.30785	-0.0621079	-0.00457504	0.000689087	2253.73	6268.67	
0.101314	0.205143	1.34204	-0.0649257	-0.00408126	-8.0168e-05	2254.47	6272.37	
0.101316	0.205115	1.37627	-0.0648105	-0.00547819	0.00106667	2254.25	6271.26	
0.101366	0.205111	1.41056	-0.0623199	-0.00566415	0.00578115	2245.79	6228.94	
0.101365	0.239391	1.30786	-0.062383	-0.00188798	0.000923868	2254.47	6272.34	
0.10135	0.239395	1.34204	-0.0630955	-0.0016846	0.000138393	2255.14	6275.69	
0.101317	0.239385	1.37625	-0.0647521	-0.00217475	0.000137966	2255.12	6275.59	
0.101372	0.239384	1.41058	-0.0620269	-0.00223216	0.00652432	2247.16	6235.8	
0.101352	0.273628	1.30785	-0.0630206	-0.000243454	0.000545341	2254.26	6271.31	
0.101358	0.273622	1.34204	-0.06269	-0.000513003	-3.65423e-05	2254.68	6273.39	
0.101324	0.273614	1.37625	-0.0643936	-0.000946425	0.000106141	2254.68	6273.4	
0.101372	0.273608	1.41058	-0.0620005	-0.00125135	0.00639903	2247.23	6236.13	
0.136414	0.170744	1.30782	-0.0200953	-0.0138055	-0.000751645	1877.56	4387.78	
0.136388	0.170746	1.34198	-0.0214335	-0.0137021	-0.00290586	1879.04	4395.21	
0.136329	0.170761	1.37624	-0.0243428	-0.0129508	-0.0004236	1882.88	4414.39	
0.136477	0.170531	1.41085	-0.0169777	-0.0244546	0.0199371	1868.09	4340.44	
0.136415	0.205068	1.30781	-0.0200574	-0.00782304	-0.00155102	1880.66	4403.32	
0.136388	0.205065	1.34198	-0.0214379	-0.00798559	-0.00316765	1882.02	4410.08	
0.136324	0.205024	1.37627	-0.0246007	-0.0100051	0.00148695	1885.95	4429.74	
0.136509	0.205021	1.4106	-0.0153732	-0.0101548	0.00779021	1869.16	4345.81	
0.136373	0.23935	1.30781	-0.0221858	-0.00395191	-0.00116776	1885.94	4429.68	
0.136354	0.23935	1.34199	-0.0231344	-0.00392593	-0.00274683	1887.07	4435.35	
0.13629	0.239343	1.37625	-0.0263158	-0.00425632	9.67057e-05	1891.18	4455.89	
0.136472	0.239335	1.41062	-0.0172083	-0.0046893	0.00870269	1874.75	4373.73	
0.13647	0.273483	1.30782	-0.0173195	-0.00750535	-0.000945966	1885.74	4428.68	
0.136456	0.273486	1.34199	-0.0180368	-0.00734479	-0.00277109	1887.17	4435.84	
0.1364	0.273471	1.37625	-0.0208331	-0.00807108	0.000107557	1890.98	4454.9	
0.136553	0.273487	1.41065	-0.0131651	-0.0072677	0.0102172	1875.19	4375.93	
0.102048	0.169797	1.44715	-0.0282136	-0.0611766	0.124617	2146.35	5731.74	
0.104919	0.170811	1.4924	0.115336	-0.0104802	0.676961	1791.04	3955.22	
0.101776	0.204184	1.44694	-0.0417959	-0.0520019	0.114272	2148.64	5743.22	
0.104898	0.204946	1.49248	0.114281	-0.0139448	0.681054	1788.84	3944.22	
0.1018	0.238421	1.44698	-0.0406327	-0.0503795	0.116463	2149.13	5745.65	
0.104906	0.239114	1.49248	0.114664	-0.0157205	0.681326	1788.62	3943.12	
0.101788	0.272649	1.44697	-0.0411932	-0.049176	0.115659	2149.79	5748.97	
0.104907	0.273303	1.49249	0.114752	-0.0164803	0.681598	1789.01	3945.04	
0.136032	0.170033	1.44868	-0.0392306	-0.0493802	0.201337	1748.36	3741.81	
0.138394	0.171066	1.49387	0.0788595	0.00226277	0.750552	1375.22	1876.1	
0.135962	0.204169	1.44866	-0.0427241	-0.0527677	0.200113	1746.51	3732.53	
0.138373	0.205018	1.49393	0.077842	-0.0103324	0.753506	1371.59	1857.94	
0.135923	0.238352	1.44871	-0.0446669	-0.0538105	0.202749	1750.13	3750.65	
0.138356	0.23915	1.49394	0.0769628	-0.0139281	0.754336	1372.56	1862.79	
0.136118	0.27236	1.44856	-0.0349044	-0.0636331	0.195243	1750.97	3754.83	
0.138255	0.273462	1.49405	0.0719336	-0.00852973	0.759581	1371.84	1859.22	
0.101367	0.30759	1.00591	-0.0622446	-0.0123446	0.295308	2461.63	7308.17	
0.101075	0.308552	1.03614	-0.0768458	0.0357599	0.0969666	2305.4	6527	
0.101289	0.308005	1.0692	-0.0661725	0.00843275	0.0393843	2263.98	6319.92	
0.101323	0.307917	1.10288	-0.0644441	0.00399914	0.0134851	2257.38	6286.9	
0.101312	0.341846	1.00598	-0.0650141	-0.00972139	0.298793	2461.18	7305.92	
0.101255	0.342656	1.03607	-0.0678439	0.0307759	0.0931018	2303.9	6519.48	
0.101348	0.342207	1.06916	-0.0632307	0.00828771	0.0377676	2263.31	6316.56	
0.10133	0.342131	1.10286	-0.0641327	0.00452547	0.0122071	2256.93	6284.64	
0.101363	0.376285	1.00602	-0.0624838	0.00200873	0.301029	2453.89	7269.44	
0.101275	0.377103	1.03609	-0.0668409	0.0429055	0.0945135	2294.76	6473.8	
0.101378	0.376644	1.06915	-0.0617221	0.0199666	0.0372052	2253.44	6267.21	
0.101362	0.376581	1.10285	-0.0625247	0.0168163	0.0117154	2247.44	6237.22	
0.101471	0.411541	1.00635	-0.0570762	0.0546175	0.317616	2687.36	8436.81	
0.101344	0.412471	1.036	-0.0634019	0.101079	0.0897718	2566.22	7831.11	
0.101414	0.411924	1.06911	-0.0599232	0.0737693	0.0351894	2532.05	7660.27	
0.101361	0.411897	1.10283	-0.0625421	0.0724218	0.0108612	2527.02	7635.1	
0.135937	0.307594	1.00545	-0.0439885	-0.0121605	0.272451	2154	5770.02	
0.136894	0.308357	1.03657	0.00390048	0.025989	0.118383	1950.08	4750.42	
0.136416	0.308001	1.06939	-0.020024	0.00823232	0.0490707	1899.09	4495.44	
0.136503	0.307858	1.10289	-0.0156843	0.00105677	0.0137312	1889.56	4447.81	
0.135915	0.341795	1.00543	-0.0450855	-0.0122935	0.271527	2154.02	5770.12	
0.136905	0.342542	1.03656	0.00442762	0.0250655	0.117929	1950.55	4752.74	
0.136394	0.34221	1.0694	-0.0211235	0.00846148	0.0494596	1899.64	4498.19	
0.136484	0.342086	1.10285	-0.0166299	0.00227197	0.0119326	1890.41	4452.06	
0.135788	0.376349	1.00547	-0.051419	0.00520625	0.273601	2149.14	5745.71	
0.136737	0.377044	1.03651	-0.00396062	0.0399687	0.115525	1944.56	4722.8	
0.136198	0.376755	1.06937	-0.0309365	0.0255165	0.0480003	1893.02	4465.08	
0.136295	0.376604	1.10281	-0.0260446	0.0179326	0.0100642	1884.74	4423.72	
0.136133	0.411339	1.0057	-0.0341586	0.0445253	0.285109	2451.03	7255.13	
0.13689	0.412323	1.0362	0.00367057	0.0937026	0.0998324	2294.57	6472.85	
0.136393	0.41176	1.06924	-0.0211879	0.0655452	0.0416313	2250.16	6250.81	
0.136411	0.411689	1.10283	-0.0202423	0.0619855	0.0110963	2242.34	6211.71	
0.101332	0.30785	1.13694	-0.0640262	0.00065338	0.00597083	2255.16	6275.79	
0.101342	0.307861	1.17105	-0.0635312	0.00122983	0.00156064	2255.16	6275.81	
0.101339	0.307855	1.20523	-0.0636424	0.000902661	0.000179536	2254.93	6274.64	
0.101336	0.307856	1.23942	-0.0638361	0.000983392	-0.000202137	2254.96	6274.79	
0.10135	0.307851	1.27363	-0.063127	0.000714241	9.83513e-05	2254.36	6271.81	
0.101341	0.342095	1.13692	-0.0635677	0.00270125	0.00529323	2254.32	6271.58	
0.101355	0.342085	1.17104	-0.0628798	0.00221613	0.00114673	2254.38	6271.88	
0.101351	0.342078	1.20523	-0.0630453	0.00184298	0.00019054	2254.42	6272.08	
0.10135	0.342075	1.23943	-0.0630973	0.00173451	-0.000128723	2254.44	6272.2	
0.101333	0.342074	1.27363	-0.0639458	0.00164402	1.65812e-05	2254.02	6270.08	
0.101387	0.376617	1.13683	-0.0612463	0.0186125	0.000747699	2244.7	6223.49	
0.101385	0.376528	1.17102	-0.0613612	0.0141311	0.000211197	2244.62	6223.11	
0.101384	0.376531	1.20522	-0.0613925	0.0142829	-0.000181713	2244.63	6223.15	
0.101384	0.376529	1.23942	-0.0614174	0.0141902	-0.000268799	2244.67	6223.36	
0.101369	0.376525	1.27363	-0.0621614	0.0139959	-0.000289127	2244.55	6222.73	
0.101344	0.411876	1.13693	-0.0634091	0.071356	0.00570629	2525.21	7626.05	
0.101392	0.41185	1.17104	-0.0610137	0.0700467	0.00117127	2524.68	7623.39	
0.101388	0.411848	1.20522	-0.0612323	0.0699671	-0.000106021	2524.49	7622.44	
0.101388	0.411848	1.23942	-0.0612189	0.0699442	-0.000374531	2524.48	7622.4	
0.101369	0.411836	1.27364	-0.0621511	0.0693306	0.000364316	2524.44	7622.19	
0.136451	0.307823	1.13694	-0.0182475	-0.000678991	0.00612979	1881.2	4405.98	
0.136427	0.307822	1.17101	-0.0194656	-0.00073443	-0.00063817	1881.74	4408.72	
0.136375	0.307812	1.20522	-0.0220656	-0.00124106	-0.000203445	1885.27	4426.33	
0.136369	0.307822	1.23941	-0.0223539	-0.000741137	-0.000922247	1885.89	4429.43	
0.136451	0.307788	1.27353	-0.0182656	-0.0024298	-0.00495776	1885.12	4425.61	
0.136408	0.342048	1.13691	-0.020426	0.000341484	0.00473777	1881.63	4408.15	
0.13639	0.342029	1.17099	-0.0213037	-0.000577419	-0.00139031	1881.85	4409.25	
0.136336	0.342016	1.20522	-0.0239973	-0.00122457	-0.000438495	1885.84	4429.21	
0.136329	0.342023	1.23941	-0.02436	-0.000882344	-0.000829477	1886.59	4432.94	
0.136425	0.342008	1.2735	-0.0195903	-0.00165826	-0.00668819	1886.05	4430.23	
0.136191	0.376605	1.13684	-0.0312511	0.0180108	0.00137353	1876.66	4383.3	
0.136172	0.376543	1.17098	-0.0322159	0.0148946	-0.00196078	1876.38	4381.92	
0.136129	0.376547	1.20521	-0.0343456	0.015083	-0.000634832	1879.97	4399.87	
0.136123	0.376559	1.23941	-0.0346629	0.0157186	-0.00106141	1880.54	4402.7	
0.136236	0.376522	1.27347	-0.0289971	0.0138548	-0.00815769	1880.53	4402.65	
0.136362	0.41158	1.1369	-0.0226928	0.0565436	0.00442086	2236.05	6180.25	
0.136355	0.411558	1.17101	-0.0230469	0.0554331	-0.000372548	2235.52	6177.6	
0.136323	0.411564	1.20522	-0.0246651	0.0557517	-0.000319614	2237.84	6189.22	
0.136317	0.411578	1.23941	-0.0249609	0.0564312	-0.000707568	2238.25	6191.25	
0.136363	0.411596	1.27356	-0.0226755	0.057362	-0.00382758	2238.45	6192.25	
0.101362	0.307847	1.30785	-0.062514	0.000513836	0.000550233	2254.29	6271.43	
0.101343	0.307851	1.34204	-0.0634606	0.000723871	-6.80774e-06	2254.9	6274.49	
0.10135	0.30784	1.37626	-0.0631212	0.000166799	0.000743824	2254.53	6272.66	
0.101466	0.307603	1.41082	-0.0573041	-0.0117093	0.0186892	2245.84	6229.22	
0.101371	0.342091	1.30784	-0.0620668	0.00251521	8.38022e-05	2253.47	6267.37	
0.101352	0.342077	1.34204	-0.0630156	0.00178746	-0.000232442	2254.1	6270.48	
0.101348	0.342039	1.37627	-0.0631905	-7.61195e-05	0.00140096	2254.03	6270.15	
0.101362	0.342008	1.41057	-0.0625124	-0.0016411	0.00612539	2245.76	6228.79	
0.101416	0.37661	1.30775	-0.0598149	0.018272	-0.00414931	2243.92	6219.58	
0.101383	0.376517	1.34202	-0.0614598	0.0135867	-0.000974716	2244.36	6221.81	
0.101385	0.376513	1.37624	-0.0613596	0.0134284	-0.00017286	2244.54	6222.69	
0.101404	0.376491	1.41056	-0.0604342	0.0123218	0.00531364	2238.09	6190.46	
0.101366	0.411858	1.30787	-0.0623359	0.0704451	0.001858	2524.52	7622.6	
0.10139	0.411842	1.34204	-0.0611148	0.0696721	0.000180337	2524.49	7622.45	
0.101387	0.411836	1.37624	-0.061275	0.0693743	-3.14568e-05	2524.42	7622.09	
0.101388	0.411824	1.41056	-0.0612157	0.0687499	0.00576136	2518.66	7593.31	
0.136448	0.307817	1.30782	-0.0184015	-0.000986937	-0.000940655	1879.89	4399.46	
0.136422	0.30781	1.34198	-0.0197315	-0.00131927	-0.00281463	1881.3	4406.51	
0.136359	0.307799	1.37626	-0.0228446	-0.00189393	0.000817861	1884.88	4424.42	
0.136506	0.30748	1.41093	-0.0155094	-0.0178399	0.0242472	1868.61	4343.06	
0.136406	0.342043	1.30779	-0.0205391	0.000122365	-0.00222488	1880.39	4401.95	
0.136384	0.342017	1.34197	-0.0216244	-0.00118763	-0.00347747	1881.36	4406.82	
0.136318	0.341956	1.37628	-0.0249159	-0.00425916	0.00200524	1885.54	4427.7	
0.136495	0.341912	1.41061	-0.0160694	-0.00646142	0.00780202	1869.6	4347.99	
0.136189	0.376595	1.30773	-0.0313544	0.0175118	-0.00519549	1875.5	4377.52	
0.136167	0.376524	1.34197	-0.0324907	0.0139713	-0.00372186	1875.94	4379.69	
0.136114	0.37652	1.37624	-0.0351212	0.0137433	-0.000386339	1880.18	4400.91	
0.136291	0.37644	1.41054	-0.026263	0.0097645	0.00456896	1867.27	4336.34	
0.136358	0.411558	1.30783	-0.0228935	0.055438	-0.000554654	2235.02	6175.1	
