x	y	z	U	V	W	Ro	P	
0.10211	0.10211	1.00293	-0.0251238	-0.0251238	0.146715	2711.51	8557.53	
0.102087	0.102087	1.0346	-0.0262485	-0.0262481	0.0198992	2500.52	7502.6	
0.102071	0.102071	1.06853	-0.0270637	-0.0270632	0.00633137	2500.18	7500.89	
0.10205	0.10205	1.10263	-0.0281122	-0.0281122	0.00112803	2500.18	7500.89	
0.10208	0.136634	1.00272	-0.0266091	-0.00909126	0.136046	2500.52	7502.6	
0.102081	0.136806	1.03465	-0.0265824	-0.000503171	0.0223286	2237.79	6188.97	
0.102064	0.136657	1.06854	-0.0274013	-0.00798573	0.00682567	2237.45	6187.26	
0.102057	0.136671	1.10261	-0.0277544	-0.00724927	0.000126979	2237.45	6187.26	
0.136602	0.102124	1.00269	-0.0107269	-0.0244072	0.134724	2500.52	7502.6	
0.136822	0.102073	1.03468	0.000287762	-0.0269562	0.0238951	2237.79	6188.97	
0.136633	0.102099	1.06855	-0.009163	-0.0256778	0.00716389	2237.45	6187.26	
0.136652	0.102085	1.10261	-0.0081974	-0.0263475	-2.41786e-05	2237.45	6187.26	
0.136546	0.136552	1.00253	-0.0134921	-0.0131914	0.126427	2237.79	6188.97	
0.136779	0.136778	1.03476	-0.00184221	-0.0019301	0.0279866	1914.13	4570.64	
0.136606	0.136611	1.06858	-0.010514	-0.010275	0.00839871	1913.79	4568.93	
0.136633	0.136636	1.10258	-0.0091588	-0.00903612	-0.00145744	1913.79	4568.93	
0.10207	0.102071	1.13684	-0.0270878	-0.027084	0.00125023	2500.18	7500.89	
0.10205	0.10205	1.17102	-0.0281282	-0.0281284	8.38062e-05	2500.18	7500.89	
0.102051	0.102051	1.20522	-0.0280607	-0.0280606	-8.94914e-05	2500.18	7500.89	
0.102051	0.102051	1.23943	-0.0280663	-0.0280663	-0.000132569	2500.18	7500.89	
0.102051	0.102051	1.27363	-0.0280661	-0.028066	-0.000141514	2500.18	7500.89	
0.102065	0.136643	1.13682	-0.0273449	-0.00867182	0.000156314	2237.45	6187.26	
0.102065	0.136646	1.17102	-0.0273713	-0.00853658	3.72329e-05	2237.45	6187.26	
0.102065	0.136644	1.20522	-0.0273608	-0.00863528	-6.68345e-05	2237.45	6187.26	
0.102065	0.136644	1.23943	-0.0273626	-0.00863545	-8.49478e-05	2237.45	6187.26	
0.102057	0.136665	1.2736	-0.0277766	-0.00758335	-0.00157155	2237.45	6187.26	
0.136623	0.102096	1.13682	-0.00968391	-0.0258354	0.000433302	2237.45	6187.26	
0.136621	0.102101	1.17102	-0.00978412	-0.0255625	8.07908e-05	2237.45	6187.26	
0.136619	0.102101	1.20522	-0.00986587	-0.0255727	-5.14995e-05	2237.45	6187.26	
0.136619	0.102101	1.23943	-0.00986587	-0.0255752	-7.48064e-05	2237.45	6187.26	
0.136644	0.102087	1.2736	-0.0086212	-0.0262728	-0.00187358	2237.45	6187.26	
0.136587	0.13659	1.13681	-0.0114658	-0.0113068	-0.000208655	1913.79	4568.93	
0.13659	0.136594	1.17102	-0.0113167	-0.0111035	-5.25523e-05	1913.79	4568.93	
0.136589	0.136593	1.20522	-0.0113742	-0.01117	-4.95675e-05	1913.79	4568.93	
0.13659	0.136594	1.23943	-0.011329	-0.0111182	-0.000123545	1913.79	4568.93	
0.136624	0.136627	1.27356	-0.00960681	-0.00948963	-0.00373758	1913.79	4568.93	
0.102073	0.102072	1.30785	-0.0269861	-0.0269884	0.000816911	2500.18	7500.89	
0.10205	0.10205	1.34204	-0.0281365	-0.0281363	2.04249e-06	2500.18	7500.89	
0.102051	0.102051	1.37624	-0.0280604	-0.0280603	-0.000108172	2500.18	7500.89	
0.102051	0.102051	1.41045	-0.028067	-0.028067	-0.000164584	2500.18	7500.89	
0.102068	0.136642	1.30783	-0.0272243	-0.00871387	-0.000338807	2237.45	6187.26	
0.102065	0.136645	1.34204	-0.0273827	-0.00855353	-7.58064e-05	2237.45	6187.26	
0.102065	0.136644	1.37624	-0.0273603	-0.00863713	-9.70805e-05	2237.45	6187.26	
0.102057	0.136665	1.41041	-0.0277828	-0.0075835	-0.00177971	2237.45	6187.26	
0.136622	0.102098	1.30783	-0.009711	-0.0257308	-8.63911e-05	2237.45	6187.26	
0.13662	0.102101	1.34204	-0.00980702	-0.0255674	-4.22308e-05	2237.45	6187.26	
0.136619	0.102101	1.37624	-0.00986412	-0.0255767	-8.4812e-05	2237.45	6187.26	
0.136644	0.102087	1.41041	-0.00862149	-0.0262784	-0.00208722	2237.45	6187.26	
0.136586	0.136589	1.30782	-0.0115112	-0.011358	-0.000805053	1913.79	4568.93	
0.13659	0.136594	1.34204	-0.0113398	-0.0111273	-0.000201063	1913.79	4568.93	
0.13659	0.136594	1.37624	-0.0113225	-0.0111105	-0.00017695	1913.79	4568.93	
