x	y	z	U	V	W	Ro	P	
0.100253	0.100118	1.00966	-0.0537567	-0.0605401	0.143511	2648.14	8240.72	
0.0993446	0.0991985	1.0409	-0.0922672	-0.0994285	0.244393	2713.42	8567.09	
0.100112	0.0999504	1.07195	-0.0578486	-0.0660544	0.145407	2660.83	8304.16	
0.100147	0.0999528	1.10429	-0.0544938	-0.0642603	0.0754698	2630.34	8151.72	
0.101181	0.134213	1.00837	-0.00854801	-0.0937903	0.112979	2331.7	6658.52	
0.100287	0.135977	1.04097	-0.0492549	-0.0371597	0.239755	2374.77	6873.87	
0.101107	0.135178	1.07219	-0.0134706	-0.0546408	0.15353	2318.77	6593.87	
0.101218	0.135321	1.1044	-0.00734122	-0.0493237	0.0825144	2285.32	6426.59	
0.135975	0.101748	1.00872	-0.0025449	0.0122369	0.133046	2246.7	6233.52	
0.138378	0.100596	1.04126	0.0771782	-0.0328906	0.249877	2268.98	6344.89	
0.137744	0.101543	1.0724	0.0722406	0.0034277	0.162392	2206.99	6034.93	
0.137941	0.101541	1.10461	0.0798814	0.00499818	0.0930171	2172.34	5861.69	
0.136633	0.134627	1.00828	0.0372927	-0.0621152	0.135594	1818.34	4091.68	
0.139105	0.13627	1.04217	0.119625	-0.0173826	0.280445	1793.1	3965.49	
0.138932	0.135962	1.07317	0.132575	-0.0112482	0.193437	1749.18	3745.91	
0.139373	0.136121	1.10516	0.150941	-0.00664931	0.121773	1712.25	3561.26	
0.100241	0.0998751	1.13759	-0.0507087	-0.0687926	0.0325677	2615.23	8076.16	
0.100225	0.100032	1.17129	-0.0504831	-0.060277	0.0124749	2611.27	8056.33	
0.100222	0.100013	1.20528	-0.0508132	-0.0613706	0.00271839	2609.41	8047.04	
0.100198	0.100003	1.23944	-0.0519799	-0.0617825	0.000829922	2609.49	8047.45	
0.100281	0.100077	1.2737	-0.0481336	-0.058427	0.00331206	2604.46	8022.28	
0.101389	0.134993	1.13742	0.000302684	-0.0609094	0.0279937	2263.07	6315.36	
0.101394	0.135044	1.17126	0.000288778	-0.058735	0.0115042	2256.71	6283.56	
0.101378	0.135012	1.20527	-0.000465854	-0.0599158	0.00220278	2254.76	6273.8	
0.101348	0.134995	1.23939	-0.00185443	-0.0606962	-0.00152277	2255.39	6276.94	
0.101393	0.135125	1.27347	0.00117302	-0.05741	-0.00370721	2251.43	6257.14	
0.138174	0.101652	1.13778	0.0940631	0.00901624	0.0438143	2142.36	5711.78	
0.138034	0.101843	1.17114	0.087979	0.0171397	0.0063683	2136.86	5684.3	
0.137808	0.101795	1.20523	0.0784839	0.0152161	0.000255091	2138.38	5691.91	
0.13777	0.101787	1.23933	0.07663	0.0149138	-0.00443603	2140.31	5701.54	
0.137806	0.101808	1.27352	0.0753907	0.0175405	-0.000485043	2136.84	5684.19	
0.139635	0.135903	1.13786	0.168352	-0.0108984	0.0497029	1677.5	3387.48	
0.13949	0.135953	1.17113	0.161344	-0.00883549	0.00683616	1673.6	3368.01	
0.139279	0.13589	1.20516	0.152901	-0.0112828	-0.00265375	1672.49	3362.45	
0.139251	0.135881	1.2392	0.151392	-0.011883	-0.00999612	1674.23	3371.15	
0.139378	0.135956	1.27336	0.153443	-0.0125407	-0.00342487	1669.28	3346.42	
0.10045	0.100076	1.30782	-0.0410949	-0.0595634	-0.00354118	2602.77	8013.86	
0.100231	0.100034	1.34205	-0.0501654	-0.0601263	0.000480842	2606.27	8031.35	
0.100301	0.100089	1.37643	-0.0468446	-0.057539	0.00962531	2596.83	7984.17	
0.100918	0.100678	1.41216	-0.0163842	-0.0284019	0.0832188	2518.09	7590.46	
0.101662	0.134985	1.30751	0.0129175	-0.0610226	-0.0148682	2246.63	6233.13	
0.101423	0.135027	1.34196	0.00181861	-0.0594469	-0.00373948	2248.69	6243.45	
0.101538	0.135012	1.3765	0.00758397	-0.0597194	0.0134312	2235.02	6175.1	
0.102389	0.135506	1.41287	0.0499179	-0.0391646	0.121754	2129.47	5647.35	
0.138242	0.101898	1.3078	0.097615	0.0204313	-0.00234262	2126.13	5630.66	
0.138024	0.101883	1.34181	0.0876419	0.0191765	-0.00984233	2129.18	5645.9	
0.137771	0.101981	1.37647	0.0769468	0.024553	0.0120201	2120.82	5604.12	
0.138254	0.102686	1.41292	0.0962776	0.0600665	0.124322	2025.39	5126.95	
0.139773	0.135965	1.30758	0.175381	-0.0075679	-0.0105453	1658.03	3290.13	
0.139542	0.135956	1.3417	0.164086	-0.00853149	-0.0139501	1661.88	3309.41	
0.139362	0.135951	1.37676	0.157147	-0.00813835	0.0268921	1646.23	3231.17	
0.140145	0.136749	1.41455	0.188868	0.0248839	0.20448	1527.25	2636.27	
0.102591	0.102161	1.45405	0.0546137	0.033151	0.410349	2300.94	6504.68	
0.107394	0.107	1.50647	0.162412	0.142733	0.792196	1848.68	4243.4	
0.104451	0.134995	1.4571	0.133012	-0.040264	0.525549	1882.39	4411.95	
0.108668	0.139063	1.5104	0.195406	0.0998001	0.905095	1511.48	2557.38	
0.138012	0.104729	1.45726	0.112034	0.13358	0.522883	1783.17	3915.84	
0.142113	0.108485	1.50927	0.240634	0.188193	0.859282	1463.69	2318.47	
0.140802	0.137083	1.46165	0.241551	0.0640833	0.678371	1315.12	1575.62	
0.145723	0.141969	1.51418	0.382603	0.207528	1.03086	1168.83	844.142	
0.10154	0.168717	1.00824	0.00836689	-0.0926982	0.114861	2332.95	6664.75	
0.100208	0.171196	1.04066	-0.0459252	-0.013589	0.225381	2382.22	6911.11	
0.101187	0.170309	1.0725	-0.0073822	-0.0314965	0.16564	2325.16	6625.8	
0.101412	0.170109	1.10485	0.00242037	-0.0372855	0.0983364	2286.67	6433.34	
0.101018	0.203669	1.00806	-0.014701	-0.0636516	0.103084	2347.3	6736.48	
0.100206	0.206082	1.04052	-0.0522003	0.017795	0.222128	2387.67	6938.36	
0.100968	0.205174	1.07235	-0.0187886	-0.00480636	0.159313	2334.53	6672.67	
0.101113	0.205073	1.10463	-0.0106477	-0.00677029	0.0896222	2296.59	6482.94	
0.101013	0.238198	1.00798	-0.0148706	-0.0496058	0.100195	2353.35	6766.73	
0.100126	0.240619	1.04052	-0.0554559	0.0321433	0.221544	2394.44	6972.19	
0.100922	0.239719	1.07231	-0.0207766	0.0100301	0.157977	2340.84	6704.2	
0.101078	0.239594	1.10467	-0.0124201	0.00685912	0.0912235	2303.33	6516.67	
0.10107	0.272613	1.00798	-0.012307	-0.0400648	0.100179	2353.05	6765.25	
0.100183	0.27509	1.04051	-0.0528757	0.0443185	0.221306	2393.52	6967.59	
0.101006	0.274154	1.07231	-0.0170534	0.0205957	0.157892	2339.95	6699.75	
0.10112	0.273979	1.10466	-0.010615	0.0151184	0.0904905	2304.2	6520.99	
0.137617	0.169168	1.00845	0.0855425	-0.0696382	0.146883	1796.44	3982.18	
0.140282	0.171011	1.04204	0.171041	-0.0107314	0.274707	1766.29	3831.47	
0.140126	0.170795	1.0735	0.186734	-0.00652342	0.206559	1726.88	3634.38	
0.140675	0.170493	1.10562	0.210372	-0.0148117	0.136982	1686.59	3432.97	
0.137383	0.203349	1.00831	0.0732489	-0.0758099	0.143161	1805.51	4027.56	
0.140202	0.205387	1.04199	0.164323	-0.00996374	0.270827	1775.09	3875.46	
0.139993	0.205051	1.07353	0.179389	-0.00976079	0.207009	1735.37	3676.87	
0.140547	0.204853	1.10554	0.202708	-0.0149198	0.134922	1693.25	3466.26	
0.137181	0.237815	1.00824	0.0644522	-0.066575	0.140574	1815.99	4079.93	
0.139988	0.239976	1.04194	0.155168	0.00401603	0.268773	1784.5	3922.51	
0.139778	0.239658	1.07348	0.170475	0.00473726	0.204787	1743.84	3719.18	
0.140319	0.239408	1.10552	0.193426	-0.0020691	0.133808	1701.34	3506.7	
0.137487	0.2721	1.00816	0.0726529	-0.0559684	0.135304	1815.49	4077.43	
0.14005	0.274511	1.04177	0.158245	0.0194408	0.265405	1783.31	3916.57	
0.139961	0.274133	1.07339	0.174477	0.0221272	0.201816	1742.49	3712.46	
0.140394	0.273942	1.10552	0.193507	0.0165935	0.132686	1701.81	3509.03	
0.101694	0.169654	1.13778	0.0162957	-0.0559173	0.0418122	2262.85	6314.27	
0.101648	0.169718	1.17142	0.0133637	-0.0535649	0.0184798	2254.32	6271.62	
0.101635	0.169682	1.20533	0.0128072	-0.0552426	0.00492093	2251.91	6259.55	
0.101601	0.169707	1.23943	0.0114139	-0.0546786	0.00100216	2252.36	6261.79	
0.101716	0.169748	1.27369	0.0165546	-0.0526355	0.00263986	2247.82	6239.11	
0.101409	0.20451	1.13762	0.00355365	-0.0311988	0.0343292	2271.67	6358.37	
0.101261	0.204637	1.17137	-0.002776	-0.0255929	0.0160221	2265.55	6327.75	
0.101321	0.204587	1.20531	-0.00147273	-0.0277311	0.00430542	2261.5	6307.51	
0.101283	0.20457	1.23945	-0.00319214	-0.0285442	0.00133263	2261.78	6308.89	
0.101298	0.20465	1.2736	-1.69224e-05	-0.0252844	-0.00105847	2259.47	6297.37	
0.101364	0.239078	1.13764	0.00147433	-0.0157038	0.035099	2278.28	6391.42	
0.101304	0.239188	1.17136	-0.00239279	-0.0108324	0.0157673	2270.16	6350.81	
0.101283	0.239132	1.20532	-0.00326985	-0.0132804	0.00472997	2268.07	6340.35	
0.101257	0.239128	1.23945	-0.00455433	-0.0135224	0.00125117	2268.21	6341.03	
0.101339	0.239166	1.27365	0.000165473	-0.0118168	0.00116121	2264.6	6323	
0.101342	0.27361	1.13762	0.000789914	-0.00175351	0.0348368	2280.14	6400.69	
0.101375	0.273602	1.17136	0.000747202	-0.00136287	0.0156289	2269.99	6349.94	
0.101353	0.27357	1.20532	-0.000175979	-0.00274365	0.0045489	2267.83	6339.15	
0.101328	0.273556	1.23946	-0.0013819	-0.00335134	0.00158608	2267.69	6338.44	
0.101377	0.273563	1.27366	0.00188502	-0.00303338	0.00146201	2264.89	6324.47	
0.141145	0.170121	1.13833	0.236359	-0.0311284	0.0695315	1649.99	3249.95	
0.140973	0.170243	1.17131	0.229004	-0.0254248	0.0150915	1644.66	3223.28	
0.140743	0.170153	1.2052	0.219951	-0.0295383	-0.000823313	1642.06	3210.28	
0.140678	0.170187	1.23921	0.216934	-0.0290302	-0.00912207	1643.75	3218.76	
0.140747	0.170197	1.2735	0.216636	-0.0272226	-0.00211817	1639.06	3195.28	
0.140941	0.20424	1.1383	0.226164	-0.0414161	0.0687524	1654.86	3274.31	
0.140748	0.20435	1.17129	0.217673	-0.036062	0.0145919	1649.75	3248.73	
0.140522	0.204249	1.2052	0.208879	-0.0407206	-0.00100932	1647.25	3236.25	
0.140453	0.20425	1.23923	0.205687	-0.0411166	-0.0093014	1649.04	3245.18	
0.140586	0.204301	1.27338	0.207824	-0.0388785	-0.00555552	1643.71	3218.53	
0.140701	0.23869	1.13829	0.216288	-0.0331897	0.0681392	1662.14	3310.71	
0.140571	0.238791	1.17129	0.21052	-0.028718	0.0145584	1656.43	3282.15	
0.14033	0.2387	1.20521	0.201042	-0.0330107	-0.000241472	1654.2	3271.02	
0.140261	0.23873	1.23923	0.197876	-0.0322383	-0.00912227	1656.01	3280.05	
0.140394	0.238767	1.27338	0.200093	-0.0301486	-0.00586847	1650.75	3253.74	
0.140841	0.273365	1.1382	0.218403	-0.00684063	0.0640309	1662.47	3312.37	
0.140667	0.273289	1.17128	0.210304	-0.010445	0.0137886	1655.97	3279.84	
0.140463	0.273209	1.2052	0.202417	-0.0140825	-0.000739245	1653.25	3266.27	
0.140401	0.273224	1.23924	0.199565	-0.0139307	-0.00846772	1654.8	3273.99	
0.140518	0.273263	1.27346	0.202074	-0.0129593	-0.00387526	1650.32	3251.58	
0.102053	0.16968	1.30762	0.0328356	-0.0546868	-0.0121475	2242.6	6212.99	
0.101728	0.169606	1.34204	0.0173957	-0.0588259	-4.60114e-06	2243.21	6216.03	
0.101952	0.169551	1.3769	0.0285975	-0.0620862	0.0330208	2221.8	6108.98	
0.103194	0.169093	1.41455	0.0859485	-0.0768688	0.190136	2092.82	5464.12	
